店舗ID,店舗_名称,店舗_名称_カナ,店舗_概要,店舗_所在地,店舗_所在地_郵便番号,店舗_所在地_全国地方公共団体コード,店舗_所在地_都道府県名,店舗_所在地_郡名,店舗_所在地_市区町村名,店舗_所在地_行政区名,店舗_所在地_町域名以降,店舗_所在地_建物名,店舗_所在地_緯度,店舗_所在地_経度,店舗_業態_産業分類コード,店舗_業態_産業分類名,店舗_画像,店舗_タグ,店舗_営業時間,店舗_定休日,店舗_電話番号,店舗_FAX番号,店舗_メールアドレス,店舗_Webサイト,店舗_地図,店舗_Twitter,店舗_Facebookページ,店舗_インスタグラム,店舗_LINE,店舗_テイクアウト対応フラグ,店舗_デリバリー対応フラグ,店舗_閉店フラグ,店舗_登録日,店舗_最終更新日,店舗_補足,NO,区
F1235,あおり系らーめん　まる十八,アオリケイラーメンマルジュウヤ,,静岡県浜松市浜北区西美薗2566,4340033,221309,静岡県,,浜松市,浜北区,西美薗2566,,34.809528,137.803536,7624,ラーメン店,,,,,(053)584-5141,,,https://ra-menlove.jp/66294/,,,,,,,,,2021-10-12,,,1087,浜北区
F1339,家楽,カラク,,静岡県浜松市南区三島町136-2,4300853,221309,静岡県,,浜松市,南区,三島町136-2,,34.685965,137.738704,7623,中華料理店,,,,,(053)442-5158,,,,,,,,,,,,2021-10-12,,,1088,南区
F1340,らーめん　響き屋,ラアメンヒビキヤ,,静岡県浜松市中区佐藤町2-34-8,4300807,221309,静岡県,,浜松市,中区,佐藤町2-34-8,,34.715959,137.748722,7624,ラーメン店,,,,,(053)462-7350,,,,,,,,,,,,2021-10-12,,,1089,中区
F1359,スナック　シンフォニー,スナック　シンフォニー,,静岡県浜松市東区上西町6-1,4350048,221309,静岡県,,浜松市,東区,上西町6-1,,34.725547,137.752993,7699,他に分類されない飲食店,,,,,(053)460-5118,,,,,,,,,,,,2021-10-12,,,1090,東区
F1365,登龍門,トウリュウモン,,静岡県浜松市浜北区小松3183-2,4340042,221309,静岡県,,浜松市,浜北区,小松3183-2,,34.782792,137.767063,7625,焼き肉店,,,,,(053)586-9329,,,,,,,,,,,,2021-10-12,,,1091,浜北区
F1367,まいどおおきに浜松姫街道食堂,マイドオオキニハママツヒメカイドウショクドウ,,静岡県浜松市北区三方原町245-1,4338105,221309,静岡県,,浜松市,北区,三方原町245-1,,34.772154,137.710182,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)430-0078,,,https://www.yamasancorp.com/publics/index/78/,,,,,,,,,2021-10-12,,,1092,北区
F1017,ちょこっと浜松家,チョコットハママツヤ,,静岡県浜松市中区旭町11-1,4300927,221316,静岡県,,浜松市,中区,旭町11-1,,34.704850,137.732457,7651,酒場，ビヤホール,,,,,(053)450-8801,,,,,,,,,,,,2021-10-13,,,1093,中区
F1230,"BAR TUNNEL",バートンネル,,静岡県浜松市中区常盤町2-5二美ビル2F,4300917,221309,静岡県,,浜松市,中区,常盤町2-5,二美ビル2F,34.711798,137.733718,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)522-9966,,,,,,,,,,,,2021-10-13,,,1094,中区
F1246,壽し処七海,スシドコロナナミ,,静岡県浜松市南区本郷町1328-23,4300812,221315,静岡県,,浜松市,南区,本郷町1328-23,,34.697951,137.766462,7641,すし店,,,,,(053)463-0773,,,,,,,,,,,,2021-10-13,,,1095,南区
F1329,味創楽,ミソウラク,,静岡県浜松市中区田町328-2第二高見ビル一階,4300944,221314,静岡県,,浜松市,中区,田町328-2,第二高見ビル一階,34.707799,137.732670,7629,その他の専門料理店,,,,,(053)456-8477,,,,,,,,,,,,2021-10-13,,,1096,中区
F1347,西洋料理コントワール,セイヨウリョウリコントワール,,静岡県浜松市中区田町329-8,4300944,221309,静岡県,,浜松市,中区,田町329-8,,34.707130,137.732173,7629,その他の専門料理店,,,,,(053)456-7120,,,,,,,,,,,,2021-10-13,,,1097,中区
F1362,夢茶寮,ユメサリョウ,,静岡県浜松市中区千歳町24-1,4300934,221309,静岡県,,浜松市,中区,千歳町24-1,,34.704044,137.729739,7621,日本料理店,,,,,(053)458-1088,,,,,,,,,,,,2021-10-13,,,1098,中区
F1373,BOB,ボブ,,静岡県浜松市中区田町326-1マルト田町ビル2階,4300944,221309,静岡県,,浜松市,中区,田町326-1,マルト田町ビル2階,34.708069,137.731048,7651,酒場，ビヤホール,,,,,(053)458-7777,,,,,,,,,,,,2021-10-13,,,1099,中区
F1211,"雑貨＆ギャラリー　noah noah",ザッカアンドギャラリーノアノア,,静岡県浜松市中区高丘西3-52-3,4338118,221309,静岡県,,浜松市,中区,高丘西3-52-3,,34.762549,137.697999,7671,喫茶店,,,,,(053)438-7717,,,https://www.noahnoah.jp,,,,,,,,,2021-10-14,,,1100,中区
F1363,胡麻ねぎ,ゴマネギ,,静岡県浜松市東区小池町66-1,4350056,221309,静岡県,,浜松市,東区,小池町66-1,,34.750287,137.764040,7625,焼き肉店,,,,,(053)435-3929,,,,,,,,,,,,2021-10-14,,,1101,東区
F1364,コンパル,コンパル,,静岡県浜松市中区上島5-2-21,4338122,221309,静岡県,,浜松市,中区,上島5-2-21,,34.742857,137.740899,7671,喫茶店,,,,,(053)473-5950,,,,,,,,,,,,2021-10-14,,,1102,中区
F1386,スナック　雅,スナックミヤビ,,静岡県浜松市東区上西町33-20,4350048,221309,静岡県,,浜松市,東区,上西町33-20,,34.721089,137.752213,7699,他に分類されない飲食店,,,,,(053)465-0566,,,,,,,,,,,,2021-10-14,,,1103,東区
F1241,一文すし,イチブンスシ,,静岡県浜松市中区旅籠町29-3,4328027,221309,静岡県,,浜松市,中区,旅籠町29-3,,34.703078,137.728065,7641,すし店,,,,,(053)454-5888,,,,,,,,,,,,2021-10-15,,,1104,中区
F1317,"Aagan koikecho",アーガン,,静岡県浜松市東区小池町832,4350056,221318,静岡県,,浜松市,東区,小池町832,,34.749965,137.764073,7629,その他の専門料理店,,,,,(053)545-9261,,,https://www.aagan.shop/,,,,,,,,,2021-10-15,,,1105,東区
F1319,唐揚げ専門からチキ本舗葵東店（イートインスペースのみ）,カラアゲセンモンカラチキホンポアオイヒガシテン,,静岡県浜松市中区葵東2-13-24,4338114,221317,静岡県,,浜松市,中区,葵東2-13-24,,34.761740,137.722215,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)543-6699,,,,,,,,,,,,2021-10-15,,,1106,中区
F1320,元浜酒場,モトハマサカバ,,"静岡県浜松市中区元浜町230-3 ロイヤルマンション106",4300942,221316,静岡県,,浜松市,中区,元浜町230-3,ロイヤルマンション106,34.716117,137.732287,7651,酒場，ビヤホール,,,,,(080)5580-9963,,,,,,,,,,,,2021-10-15,,,1107,中区
F1322,鮨榊,スシサカキ,,静岡県浜松市中区鍛冶町15-5,4300933,221315,静岡県,,浜松市,中区,鍛冶町15-5,,34.704889,137.729186,7641,すし店,,,,,(053)452-3215,,,,,,,,,,,,2021-10-15,,,1108,中区
F1333,アンナ・スナックレストラン,アンナスナックレストラン,,"静岡県浜松市中区萩丘1-6-19 A",4338121,221314,静岡県,,浜松市,中区,萩丘1-6-19,A,34.749647,137.727122,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)474-0255,,,,,,,,,,,,2021-10-15,,,1109,中区
F1337,酒房食彩　ぱすたいむ,シュボウショクサイパスタイム,,静岡県浜松市浜北区新原2266-1,4340003,221313,静岡県,,浜松市,浜北区,新原2266-1,,34.815229,137.783859,7651,酒場，ビヤホール,,,,,(053)586-5492,,,,,,,,,,,,2021-10-15,,,1110,浜北区
F1338,とうがらし,トウガラシ,,静岡県浜松市東区市野町1568,4350051,221312,静岡県,,浜松市,東区,市野町1568,,34.743313,137.773586,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)589-4033,,,https://www.instagram.com/tougarashi053/?hl=ja,,,,,,,,,2021-10-15,,,1111,東区
F1370,"Tequil 7",テキーラセブン,,"静岡県浜松市中区鍛冶町321-17 ミゾグチビル",4300933,221311,静岡県,,浜松市,中区,鍛冶町321-17,ミゾグチビル,34.706128,137.730848,7651,酒場，ビヤホール,,,,,(090)2939-7534,,,,,,,,,,,,2021-10-15,,,1112,中区
F1399,遠州みなみの湯（食事処のみ）,エンシュウミナミノユ,,静岡県浜松市南区松島町1960,4300834,221310,静岡県,,浜松市,南区,松島町1960,,34.654389,137.780212,7699,他に分類されない飲食店,,,,,(053)426-8000,,,,,,,,,,,,2021-10-15,,,1113,南区
F1336,食楽工房あさ路,ショクラクコウボウアサジ,,静岡県浜松市中区元浜町318,4300930,221309,静岡県,,浜松市,中区,元浜町318,,34.717336,137.731985,7651,酒場，ビヤホール,,,,,(053)472-2823,,,,,,,,,,,,2021-10-17,,,1114,中区
F1400,茶房ゆるり,サボウユルリ,,"静岡県浜松市中区相生町2-7 2F",4300805,221319,静岡県,,浜松市,中区,相生町2-7,2F,34.708983,137.745241,7671,喫茶店,,,,,(090)3852-3520,,,,,,,,,,,,2021-10-18,,,1115,中区
F1327,かねこ屋,カネコヤ,,静岡県浜松市西区村櫛町3483,4311207,221309,静岡県,,浜松市,西区,村櫛町3483,,34.724988,137.593683,7621,日本料理店,,,,,(053)489-2020,,,,,,,,,,,,2021-10-19,,,1116,西区
F1328,中華料理百盛,ヒャクセイ,,静岡県浜松市中区高丘北3丁目1-25,4338119,221309,静岡県,,浜松市,中区,高丘北3丁目1-25,,34.762198,137.699801,7623,中華料理店,,,,,(053)436-4586,,,,,,,,,,,,2021-10-19,,,1117,中区
F1366,うな光,ウナミツ,,静岡県浜松市東区上西町1319,4350048,221309,静岡県,,浜松市,東区,上西町1319,,34.723929,137.767263,7629,その他の専門料理店,,,,,(053)464-8834,,,,,,,,,,,,2021-10-19,,,1118,東区
F1376,"IL boschetto",イルボスケット,,静岡県浜松市中区広沢3丁目27-9秋葉ビル1階東側店舗,4328013,221309,静岡県,,浜松市,中区,広沢3丁目27-9,秋葉ビル1階東側店舗,34.709739,137.713458,7629,その他の専門料理店,,,,,(053)456-3347,,,,,,,,,,,,2021-10-19,,,1119,中区
F1377,"WAVE FAMILY",ウェーブファミリー,,静岡県浜松市東区原島町144-1,4350047,221309,静岡県,,浜松市,東区,原島町144-1,,34.729206,137.771242,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)463-8181,,,,,,,,,,,,2021-10-19,,,1120,東区
F1387,鎌倉パスタ　イオンモール浜松志都呂店,カマクラパスタイオンモールハママツシトロテン,,静岡県浜松市西区志都呂2丁目37-1,4328069,221309,静岡県,,浜松市,西区,志都呂2-37-1,,34.696689,137.650152,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)541-2138,,,,,,,,,,,,2021-10-20,,,1121,西区
F1247,"Divina's Bar",ディビナーズ　バー,,静岡県浜松市中区千歳町32ヴィラージュビル1F,4300934,221309,静岡県,,浜松市,中区,千歳町32,ヴィラージュビル1F,34.704284,137.729748,7661,バー，キャバレー，ナイトクラブ,,,,,(053)454-7055,,,,,,,,,,,,2021-10-21,,,1122,中区
F1369,Fucucafe,フクカフェ,,静岡県浜松市天竜区二俣町二俣1242-1,4313314,221309,静岡県,,浜松市,天竜区,二俣町二俣1242-1,,34.865774,137.816055,7671,喫茶店,,,,,(053)925-8511,,,http://fucucafe.com/,,,,,,,,,2021-10-21,,,1123,天竜区
F1380,廻鮮江戸前すし魚魚丸浜松中田店,カイセンエドマエスシトトマルハママツナカダテン,,静岡県浜松市東区中田町114-1,4350057,221309,静岡県,,浜松市,東区,中田町114-1,,34.734549,137.755705,7641,すし店,,,,,(053)443-9533,,,http://www.comline.co.jp/totomaru/,,,,,,,,,2021-10-21,,,1124,東区
F1389,居酒屋いいらあ,イザカヤイイラア,,静岡県浜松市中区中央2-15-6,4300929,221320,静岡県,,浜松市,中区,中央2-15-6,,34.709396,137.741133,7651,酒場，ビヤホール,,,,,(053)456-0040,,,,,,,,,,,,2021-10-21,,,1125,中区
F1390,蕎麦和房　俵,ソバワボウタワラ,,静岡県浜松市中区田町331-8,4300944,221309,静岡県,,浜松市,中区,田町331-8,,34.706514,137.732114,7631,そば・うどん店,,,,,(053)455-3755,,,https://tawara1001.owst.jp/,,,,,,,,,2021-10-21,,,1126,中区
F1398,万華鏡,マンゲキョウ,,静岡県浜松市中区幸1丁目15-18,4338123,221309,静岡県,,浜松市,中区,幸1丁目15-18,,34.742071,137.724538,7651,酒場，ビヤホール,,,,,(053)473-7966,,,,,,,,,,,,2021-10-21,,,1127,中区
F1154,ありがとう,アリガトウ,,静岡県浜松市中区小豆餅3-4-1,4338113,221309,静岡県,,浜松市,中区,小豆餅3-4-1,,34.750894,137.727741,7671,喫茶店,,,,,(053)525-9885,,,,,,,,,,,,2021-10-22,,,1128,中区
F1216,五穀浜松東店,ゴコクハママツヒガシテン,,静岡県浜松市東区天王町字諏訪1981-3イオンモール浜松市野1F,4350052,221309,静岡県,,浜松市,東区,天王町字諏訪1981-3,イオンモール浜松市野1F,34.740150,137.762800,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)468-1828,,,,,,,,,,,,2021-10-22,,,1129,東区
F1374,村櫛酒販売所,ムラクシサケハンバイショ,,静岡県浜松市西区村櫛町3490,4311207,221309,静岡県,,浜松市,西区,村櫛町3490,,34.724810,137.593742,7651,酒場，ビヤホール,,,,,(053)489-2821,,,,,,,,,,,,2021-10-22,,,1130,西区
F1379,"style casa",スタイルカーサ,,静岡県浜松市東区材木町523-7,4350021,221309,静岡県,,浜松市,東区,材木町523-7,,34.717669,137.792779,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)589-5506,,,https://www.stylecasa.jp/about/works/cafe/,,,,,,,,,2021-10-22,,,1131,東区
F1419,Dolphin,ドルフィン,,静岡県浜松市中区肴町319-46赤とんぼビル2F,4300932,221309,静岡県,,浜松市,中区,肴町319-46,,34.706112,137.729615,7661,バー，キャバレー，ナイトクラブ,,,,,(053)451-6869,,,,,,,,,,,,2021-10-22,,,1132,中区
F1420,四川料理蘭,シセンリョウリラン,,静岡県浜松市南区三和町336,4350038,221309,静岡県,,浜松市,南区,三和町336,,34.705662,137.764806,7623,中華料理店,,,,,(053)460-5113,,,,,,,,,,,,2021-10-22,,,1133,南区
F1372,天ツネびっくりうどん,テンツネビックリウドン,,静岡県浜松市中区和合町220-200,4338125,221309,静岡県,,浜松市,中区,和合町220-200,,34.739369,137.708427,7631,そば・うどん店,,,,,(053)473-2140,,,,,,,,,,,,2021-10-24,,,1134,中区
F1306,珈琲部松本,コーヒーブマツモト,,静岡県浜松市南区三島町776,4300853,221309,静岡県,,浜松市,南区,三島町776,,34.685486,137.744145,7671,喫茶店,,,,,,,,,,,,,,,,,2021-10-25,,,1135,南区
F1421,お好み焼き三晴,オコノミヤキミハル,,静岡県浜松市北区三方原町106-22,4338105,221309,静岡県,,浜松市,北区,三方原町106-22,,34.773108,137.722664,7692,お好み焼き・焼きそば・たこ焼き店,,,,,(053)438-7060,,,,,,,,,,,,2021-10-25,,,1136,北区
F1267,炭火焼鳥花一,スミビヤキトリハナイチ,,静岡県浜松市南区四本松町183,4300826,221309,静岡県,,浜松市,南区,四本松町183,,34.686166,137.767889,7651,酒場，ビヤホール,,,,,(080)4689-3767,,,https://retty.me/area/PRE22/ARE79/SUB33302/100001562981/,,,,,,,,,2021-10-26,,,1137,南区
F1378,さのすし,サノスシ,,静岡県浜松市東区大瀬町27-120,4313113,221309,静岡県,,浜松市,東区,大瀬町27-120,,34.756236,137.762473,7641,すし店,,,,,(053)434-5543,,,,,,,,,,,,2021-10-26,,,1138,東区
F1384,仙ちゃん,センチャン,,静岡県浜松市中区和合町936-332,4338125,221309,静岡県,,浜松市,中区,和合町936-332,,34.739389,137.706420,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)473-1833,,,,,,,,,,,,2021-10-26,,,1139,中区
F1391,"cafe La Paix Lion",カフェラペリオン,,静岡県浜松市南区若林町15-12,4328051,221309,静岡県,,浜松市,南区,若林町15-12,,34.685532,137.699146,7671,喫茶店,,,,,(053)548-5052,,,,,,,,,,,,2021-10-26,,,1140,南区
F1382,スナックGON,スナックゴン,,静岡県浜松市中区田町325-14,4300944,221309,静岡県,,浜松市,中区,田町325-14,,34.707973,137.730677,7699,他に分類されない飲食店,,,,,(053)453-8286,,,,,,,,,,,,2021-10-27,,,1141,中区
F1392,加和奈,カワナ,,静岡県浜松市中区小豆餅4-7-28,4338113,221309,静岡県,,浜松市,中区,小豆餅4-7-28,,34.750803,137.729853,7699,他に分類されない飲食店,,,,,(053)473-7929,,,https://www.unagi-kawana.com,,,,,,,,,2021-10-27,,,1142,中区
F1395,すなっく祐.,スナックユウ,,静岡県浜松市南区高塚町1256-1,4328065,221309,静岡県,,浜松市,南区,高塚町1256-1,,34.691433,137.678917,7699,他に分類されない飲食店,,,,,,,,,,,,,,,,,2021-10-27,,,1143,南区
F1383,ベーカリーショパン浜松泉店,ベーカリーショパンハママツイズミテン,,静岡県浜松市中区泉3-26-14,4338124,221309,静岡県,,浜松市,中区,泉3-26-14,,34.748209,137.720519,7691,ハンバーガー店,,,,,(053)543-5533,,,https://www.b-chopin.com/,,,,,,,,,2021-10-28,,,1144,中区
F1394,肉匠坂井浜松佐鳴台店,ニクショウサカイハママツサナルダイテン,,静岡県浜松市中区佐鳴台1-6-21,4328021,221309,静岡県,,浜松市,中区,佐鳴台1-6-21,,34.701572,137.700314,7625,焼き肉店,,,,,(053)445-1091,,,https://www.yakiniku.jp/nikushou_sakai/,,,,,,,,,2021-10-28,,,1145,中区
F1402,蒲兵,カバヘイ,,静岡県浜松市中区海老塚1-12-8,4328033,221309,静岡県,,浜松市,中区,海老塚1-12-8,,34.698089,137.730565,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)452-0835,,,https://kabahei.com/,,,,,,,,,2021-10-28,,,1146,中区
F1403,かつ治　和合店,カツハル　ワゴウテン,,静岡県浜松市中区和合北3-17-1,4338127,221309,静岡県,,浜松市,中区,和合北3-17-1,,34.737922,137.713135,7621,日本料理店,,,,,(053)472-8313,,,,,,,,,,,,2021-10-28,,,1147,中区
F1404,竹美屋,タケミヤ,,静岡県浜松市南区御給町135-2,4300831,221309,静岡県,,浜松市,南区,御給町135-2,,34.676479,137.768917,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)425-4541,,,,,,,,,,,,2021-10-28,,,1148,南区
F1405,豆岡,マメオカ,,静岡県浜松市中区元浜町139-1,4300942,221309,静岡県,,浜松市,中区,元浜町139-1,,34.714927,137.732866,7621,日本料理店,,,,,(053)474-7447,,,,,,,,,,,,2021-10-28,,,1149,中区
F1406,なとり,ナトリ,,静岡県浜松市中区千歳町54-1,4300934,221309,静岡県,,浜松市,中区,千歳町54-1,,34.703961,137.730237,7651,酒場，ビヤホール,,,,,(053)455-3175,,,,,,,,,,,,2021-10-28,,,1150,中区
F1407,とらいあんぐる,トライアングル,,静岡県浜松市東区笠井町263-20,4313107,221309,静岡県,,浜松市,東区,笠井町263-20,,34.769761,137.798136,7671,喫茶店,,,,,(053)571-3358,,,https://triangle.hamazo.tv/,,,,,,,,,2021-10-28,,,1151,東区
F1409,やき兵衛,ヤキベエ,,静岡県浜松市中区鹿谷町35-16,4328014,221309,静岡県,,浜松市,中区,鹿谷町35-16,,34.717012,137.720300,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)471-3003,,,,,,,,,,,,2021-10-28,,,1152,中区
F1410,やき鳥　一太郎,ヤキトリ　イチタロ,,静岡県浜松市中区小豆餅2-10-22,4338113,221309,静岡県,,浜松市,中区,小豆餅2-10-22,,34.752217,137.727384,7629,その他の専門料理店,,,,,(053)475-3688,,,,,,,,,,,,2021-10-28,,,1153,中区
F1411,かつ治　三方原店,カツハル　ミカタハラテン,,静岡県浜松市北区三方原町754,4338105,221309,静岡県,,浜松市,北区,三方原町754,,34.780114,137.716337,7621,日本料理店,,,,,(053)420-0588,,,,,,,,,,,,2021-10-28,,,1154,北区
